0.017431062	0.044075145	0.003837299	0.013687003	0.041717917	0.064032305
0.036505215	0.101156069	0.006139678	0.030238727	0.175174252	0.149120277
0.021074439	0.000361272	0.00076746	0.002334218	0.000410004	0.03259302
0.303186169	0.07550578	0.010744436	0.053050398	0.157646576	0.170752812
0.288826975	0.149566474	0.010744436	0.060795756	0.335588356	0.223247765
0.262894699	0.125722543	0.010744436	0.046896552	0.105268553	0.151427747
0.583583369	0.19183526	0.016116654	0.072572944	0.110906109	0.193539083
0.13959137	0.043352601	0.004604758	0.021750663	0.036387864	0.078742429
0.139519931	0.091401734	0.006907137	0.024084881	0.065498155	0.105278339
0.181740249	0.186416185	0.013814275	0.053050398	0.202644526	0.18575137
0.256965281	0.165823699	0.012279355	0.05867374	0.258097581	0.190077877
0.064866409	0.022760116	0.003069839	0.014535809	0.029827798	0.060571099
0.208029719	0.298771676	0.023791251	0.069177719	0.237187372	0.262474762
0.086298043	0.016979769	0.006907137	0.022917772	0.072878229	0.082492068
0.183740534	0.122109827	0.007674597	0.061962865	0.303300533	0.207672339
0.204814974	0.129696532	0.087490407	0.122122016	0.141143911	0.195558119
0.406058008	0.233020231	0.021488872	0.165941645	0.809553096	0.72627632
0.305115016	0.144508671	0.029930929	0.085941645	0.370746207	0.299682723
0.191884555	0.070086705	0.007674597	0.033527851	0.063448134	0.109027978
0.204386341	0.061777457	0.006907137	0.034907162	0.10496105	0.129795212
0.410130019	0.07984104	0.009209517	0.044562334	0.109676097	0.147678108
0.360051436	0.263728324	0.019186493	0.067692308	0.24200492	0.243149697
0.111515931	0.039378613	0.020721412	0.024509284	0.039257893	0.095183155
0.302114588	0.13583815	0.015349194	0.101114058	0.131098811	0.214883184
0.235033576	0.140895954	0.010744436	0.058885942	0.137453875	0.224689934
0.421345907	0.145231214	0.02762855	0.107161804	0.138068881	0.283241996
0.170381483	0.044436416	0.036838066	0.103342175	0.051148011	0.154023652
0.014002	0.002528902	0.00076746	0.003607427	0.004920049	0.034323623
0.056293756	0.009754335	0.009976976	0.036604775	0.008200082	0.070089414
0.050578654	0.005419075	0.00076746	0.007427056	0.005637556	0.044130372
0.227461066	0.063222543	0.014581734	0.043395225	0.052275523	0.121430632
0.255465066	0.140534682	0.029930929	0.146100796	0.123616236	0.358234785
0.151093013	0.072254335	0.023791251	0.094005305	0.163796638	0.368618402
0.07886841	0.047687861	0.003069839	0.027374005	0.036285363	0.086530141
0.020002858	0.000722543	0	0.002440318	0.001640016	0.031439285
0.116588084	0.093930636	0.006139678	0.026419098	0.202542025	0.154023652
0.170167167	0.032153179	0.049884881	0.049973475	0.037822878	0.123449668
0.1133019	0.186777457	0.011511896	0.04127321	0.295202952	0.19411595
